zinc_id,smiles
ZINC000043204048,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
ZINC000001230647,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1
ZINC000003830942,Oc1c(I)cc(I)c2cccnc12
ZINC000012365466,c1csc(-c2n[nH]cc2-c2ccnc3ccccc23)c1
ZINC000013445008,Fc1ccc(-c2[nH]ccc2-c2ccncc2)cc1
ZINC000006716957,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
ZINC000013985930,Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3nccnc3c2)n1
ZINC000000800346,Cn1nc(-c2ccc3c(c2)OCO3)nc2c(=O)n(C)c(=O)nc1-2
ZINC000000579472,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
ZINC000000027165,O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1
ZINC000000116937,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC
ZINC000003817809,Cc1cccc(-c2n[nH]cc2-c2ccc(O)cc2)n1
ZINC000012365464,Nc1c(C(=O)c2ccccc2)cnn1-c1ccccc1
ZINC000013531285,Cc1cccc(C(=O)c2ccc(Nc3ccccc3N)cc2)c1
ZINC000016052825,Cc1cccc(-c2nc(C(C)(C)C)[nH]c2-c2ccc3c(c2)OCO3)n1
ZINC000013491685,CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1
ZINC000000027166,O=C(c1ccccc1C(F)(F)F)N1CCC(Cc2ccccc2)CC1
ZINC000000538492,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
ZINC000000529873,Nc1nc(Nc2ccccc2)sc1C(=O)c1ccccc1
ZINC000000027167,COc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1
ZINC000015894680,c1ccc(-c2[nH]ncc2-c2ccnc3ccccc23)nc1
ZINC000001406365,O=C(NCc1cccs1)c1cc(C(=O)c2c(Cl)cccc2Cl)c[nH]1
ZINC000002570895,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
ZINC000000009079,O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1
ZINC000003831151,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
ZINC000058528276,COc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2F)ccc1C
ZINC000002047275,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
ZINC000000165878,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1
ZINC000000608205,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
ZINC000013633702,c1ccc(-c2nc(Nc3ccncc3)c3ccccc3n2)cc1
ZINC000003976838,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
ZINC000014965418,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1
ZINC000037866152,CCCOc1ccc(Br)cc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1
ZINC000013284470,O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1
ZINC000113391423,Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1
ZINC000013528357,Fc1ccc(-c2c(-c3ccncc3)[nH]c3ccccc23)cc1
ZINC000001406369,O=C(NC1CCCC1)c1cc(C(=O)c2c(Cl)cccc2Cl)c[nH]1
ZINC000001031908,CC(=O)Nc1nccc(-c2c(-c3ccccc3)noc2C)n1
ZINC000001081469,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O
ZINC000003448206,O=C(NCc1ccncc1)c1ccc(Oc2ccccc2)cc1
ZINC000003792789,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
ZINC000059223284,Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
ZINC000012365468,Fc1ccc(-c2c(-c3ccncc3)[nH]c3ccncc23)cc1
ZINC000000402911,COC(=O)/N=c1\[nH]c2ccc(Sc3ccccc3)cc2[nH]1
ZINC000102930548,O[C@H]1CC[C@@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1
ZINC000000000526,CC(C)(Oc1ccc([C@@H]2CCCc3ccccc32)cc1)C(=O)O
ZINC000000967790,CC(C)(Oc1ccc([C@H]2CCCc3ccccc32)cc1)C(=O)O
ZINC000035049815,Cc1ccccc1-c1ccc2nc(N)ncc2c1
ZINC000040980434,Fc1ccc(C2=C(c3ccncc3)CCC2)cc1
ZINC000014806405,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCCO4)[nH]2)cc1
ZINC000020622251,O=C(c1ccc2[nH]ccc2c1)N1CCN(Cc2ccccc2)CC1
ZINC000004054502,Cc1ccc(Oc2ccc(C(=O)NCc3ccncc3)cc2)cc1
ZINC000020405087,O=C(c1c[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1
ZINC000020621836,O=C(c1ccc2cc[nH]c2c1)N1CCN(Cc2ccccc2)CC1
ZINC000095551773,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2
ZINC000012365461,Fc1ccc(-c2c[nH]nc2-c2ccccn2)cc1
ZINC000038440844,Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1
ZINC000013684484,O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
ZINC000043133316,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1
ZINC000012365467,c1ccc(-c2c[nH]nc2-c2ccnc3ccccc23)nc1
ZINC000005932684,Cn1cc(C2=C(c3cccc(NC[C@H](O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21
ZINC000012501080,Cn1cc(C2=C(c3cccc(NC[C@@H](O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21
ZINC000003817327,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2
ZINC000038995988,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CC1
ZINC000013581272,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2
ZINC000013447860,Cn1cc(C2=C(c3cccc(N)c3)C(=O)NC2=O)c2ccccc21
ZINC000003797930,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21
ZINC000066103171,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1
ZINC000026960127,COc1ccccc1C1=C(c2cn(CCCO)c3ncccc23)C(=O)NC1=O
ZINC000034299752,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1
ZINC000000009357,CCCC(=O)Nc1n[nH]c2cnc(-c3ccccc3)cc12
ZINC000001493890,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21
ZINC000003819659,COc1ccccc1C1=C(c2cn(CCCNC(=O)OC(C)(C)C)c3ncccc23)C(=O)NC1=O
ZINC000040949469,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21
ZINC000072317687,O=C(NCc1cccc(O)c1)Nc1nc(-c2ccncc2)cs1
ZINC000001494900,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
ZINC000013582569,COc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1
ZINC000017175232,N=C1N=C(O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1
ZINC000013489648,CCCC(=O)Nc1n[nH]c2ncc(-c3cccnc3)cc12
ZINC000016052857,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
ZINC000003816526,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1
ZINC000013588927,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1
ZINC000000591953,CN(C)C[C@H]1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1
ZINC000013582752,Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1
ZINC000073298459,COc1ccc(-c2ocnc2C(=O)NCc2ccnc(Cl)c2)cc1Cl
ZINC000012354907,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3ccccc3)cc12
ZINC000016052235,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1
ZINC000001639355,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
ZINC000001856444,O=C1Cc2c([nH]c3ccc(Cl)cc23)-c2ccccc2N1
ZINC000002391782,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21
ZINC000011757505,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1
ZINC000034894335,COc1cc(NCCCN)c2nccc(C)c2c1Oc1cccc(C(F)(F)F)c1
ZINC000003816409,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
ZINC000003819662,COc1ccccc1C1=C(c2cn(CCCN)c3ncccc23)C(=O)NC1=O
ZINC000003873287,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
ZINC000071317068,Nc1nc(Nc2cccnc2)sc1C(=O)c1ccccc1F
ZINC000059086693,Cc1[nH]c2ccccc2c1C1=C(NCCc2ccc(F)cc2)C(=O)N(C)C1=O
ZINC000013489638,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12
ZINC000002618029,COc1ccc(CSc2nnc(-c3ccc4c(c3)OCO4)o2)cc1F
ZINC000013538555,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(Br)cc12)C1CC1
ZINC000001645607,O=C1Cc2c([nH]c3ccc(F)cc23)-c2ccccc2N1
ZINC000014946128,COc1ccc(-c2oc3ncnc(N)c3c2-c2cccnc2)cc1
ZINC000052509437,CC(C)CC(=O)Nc1[nH]nc2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
ZINC000100014909,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
ZINC000001626613,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1
ZINC000016052569,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
ZINC000001644478,COc1cc(-c2cc(-c3cc(C)cc(Cl)c3O)nc3ncnc(N)c23)ccc1O
ZINC000006745792,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC000013532142,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2sccc2N1
ZINC000067898678,Cc1ccc(-c2c[nH]c([C@@H]3COCCN3Cc3c[nH]c4ccccc34)n2)cc1
ZINC000001645606,Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3
ZINC000001856446,O=C1Cc2c([nH]c3cc(Br)ccc23)-c2ccccc2N1
ZINC000012355112,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F
ZINC000005019100,c1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1
ZINC000000585151,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
ZINC000001626614,O=C1Cc2c([nH]c3ccccc23)-c2cc(Br)ccc2N1
ZINC000001856445,O=C1Cc2c([nH]c3c(Cl)cccc23)-c2ccccc2N1
ZINC000029042442,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)[C@H](C)C2)c1
ZINC000029042444,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)[C@@H](C)C2)c1
ZINC000038816494,CCCC(=O)Nc1n[nH]c2cc(Br)ccc12
ZINC000000228501,COc1cc(/C=C2/NC(=O)NC2=O)cc(OC)c1OC
ZINC000016052718,O=C1NCCc2[nH]c(-c3ccncc3)cc21
ZINC000013983251,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
ZINC000004976875,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)S1
ZINC000005224686,Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12
ZINC000013532052,O=C1Cc2c([nH]c3ccccc23)-c2cc(I)ccc2N1
ZINC000072346366,COc1ccc(-c2ocnc2C(=O)NCc2cccnc2)cc1
ZINC000000053816,Nc1nonc1-c1nc2ccccc2n1CC1CC1
ZINC000003816310,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
ZINC000029042536,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1C
ZINC000005481799,CC(C)Cn1c(-c2nonc2N)nc2ccccc21
ZINC000013442468,Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1
ZINC000013492962,CCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12
ZINC000029042448,COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1
ZINC000013489631,Nc1n[nH]c2ncc(-c3ccccc3)cc12
ZINC000016052628,NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
ZINC000013492960,COc1ccc(-c2[nH]c3nccnc3c2C)cc1
ZINC000001656543,Cc1cccc2c3c([nH]c12)-c1ccccc1NC(=O)C3
ZINC000013492964,COc1ccc(-c2[nH]c3nccnc3c2C(C)C)cc1
ZINC000016052627,NCC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
ZINC000013489630,Nc1n[nH]c2nnc(-c3ccccc3)cc12
ZINC000013492975,Cc1c(-c2ccc(O)cc2)[nH]c2nccnc12
ZINC000029050641,N[C@H](c1ccc(Cl)cc1)C1CCN(c2ncnc3[nH]ccc23)CC1
ZINC000029050646,N[C@@H](c1ccc(Cl)cc1)C1CCN(c2ncnc3[nH]ccc23)CC1
ZINC000029052376,N[C@H](c1ccc(Cl)cc1)C1CCN(c2ccnc3[nH]ccc23)CC1
ZINC000029052381,N[C@@H](c1ccc(Cl)cc1)C1CCN(c2ccnc3[nH]ccc23)CC1
ZINC000001856897,O=C1Cc2c([nH]c3c(Br)cccc23)-c2ccccc2N1
ZINC000029052141,NC1(c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
ZINC000100370140,N=c1nc(-c2ccccc2)n(-c2ccccc2)s1
ZINC000002540737,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12
ZINC000016052630,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
ZINC000001656544,CCc1cccc2c3c([nH]c12)-c1ccccc1NC(=O)C3
ZINC000212373586,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1
ZINC000000206684,CCn1c(-c2nonc2N)nc2ccccc21
ZINC000021288966,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
ZINC000013492970,CC(C)c1c(-c2ccc(Cl)cc2)[nH]c2nccnc12
ZINC000029056064,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12
ZINC000005375857,Clc1cccc(CSc2nnc(-c3ccncc3)o2)c1
ZINC000003973984,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
ZINC000013609549,c1ccc(/N=c2/nc(-c3ccccc3)n(-c3ccccc3)s2)cc1
ZINC000002540738,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12
ZINC000003938688,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
ZINC000002144682,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1
ZINC000005543794,Nc1[nH]nc2nc3ccccc3nc12
ZINC000009527230,COc1ccc(-c2ocnc2C(=O)NCc2ccccc2)cc1
ZINC000013492973,c1ccc(Cc2c(-c3ccccc3)[nH]c3nccnc23)cc1
ZINC000002675058,COc1ccc(-c2n/c(=N\c3ccccc3)sn2-c2ccccc2)cc1
ZINC000013489632,Nc1n[nH]c2cnc(-c3ccccc3)cc12
ZINC000000314789,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1
ZINC000001728985,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)N1
ZINC000000027361,Cn1sc(=O)n(Cc2ccccc2)c1=O
ZINC000004941559,Fc1cccc(CSc2nnc(-c3ccncc3)o2)c1
ZINC000029052255,NCC1(c2ccc(Cl)cc2)CCN(c2ccnc3[nH]ccc23)CC1
ZINC000005626309,O=C1N=NC=C1NNc1ccccc1Cl
ZINC000000051756,CC(C)n1c(-c2nonc2N)nc2ccccc21
ZINC000020149019,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1
ZINC000001612517,O=C1NC(=O)c2c1c1cnn(-c3ccccc3)c1n1cccc21
ZINC000003815700,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000013492969,Cc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12
ZINC000018274812,C[S@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000013492976,CCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12
ZINC000003871576,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ZINC000000102712,Cn1sc(=O)n(-c2ccccc2)c1=O
ZINC000013532073,SC1=Nc2ccccc2-c2[nH]c3ccc(Br)cc3c2C1
ZINC000014589172,Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1
ZINC000002678763,c1ccc(-c2n/c(=N\C3CCCCC3)sn2-c2ccccc2)cc1
ZINC000001645605,COc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3
ZINC000013489643,CCCC(=O)Nc1n[nH]c2ncccc12
ZINC000016942715,COC(=O)C(=O)c1c(C(=O)OC)nc2nnc(N)n2c1-c1ccc(O)c(OC)c1
ZINC000003812168,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1
ZINC000029043100,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)[C@H](C)C2)c1
ZINC000029043102,Cc1cccc(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)[C@@H](C)C2)c1
ZINC000089221712,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
ZINC000013125787,O=C1NC(=O)/C(=C/c2ccc(/C=C3/NC(=O)NC3=O)cc2)N1
ZINC000100469607,c1ccc(/N=c2\nc(-c3ccccc3)n(-c3ccccc3)s2)cc1
ZINC000013472773,Cn1sc(=O)n(-c2cccc3ccccc23)c1=O
ZINC000029043096,O=C(NCCCN1CCN(c2ccccc2F)CC1)c1nc(-c2cncnc2)no1
ZINC000029043098,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)c(C)c1
ZINC000034380852,Cc1nc(-c2ccncc2)cc(=O)[nH]1
ZINC000029043090,Cc1ccc(C)c(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)c1
ZINC000029043008,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cncnc4)no3)CC2)cc1C
ZINC000029043014,Cc1ccc(Cl)cc1N1CCN(CCCNC(=O)c2nc(-c3cncnc3)no2)CC1
ZINC000040979326,CC[C@H](CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1
ZINC000066099167,Nc1nc(-c2ccc3[nH]ncc3c2)cs1
ZINC000013532129,O=C1Cc2c([nH]c3ncccc23)-c2ccccc2N1
ZINC000013492971,CCCCc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12
ZINC000002060451,CSc1ccc(/C=C2\NC(=O)NC2=O)cc1
ZINC000000204903,Cn1c(-c2nonc2N)nc2ccccc21
ZINC000001864413,COC(=O)c1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3
ZINC000040865591,CCSc1ccc(/C=C2\NC(=O)NC2=O)cc1
ZINC000013472775,O=c1sn(-c2ccccc2)c(=S)n1-c1ccccc1
ZINC000000006014,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
ZINC000064526521,CC(C)c1n[nH]c(Cl)c1-c1ccnc(Nc2ccc(N3CCC(N(C)C)CC3)cn2)n1
ZINC000000027364,O=c1sn(Cc2ccccc2)c(=S)n1Cc1ccccc1
ZINC000004769727,O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@@H]3C=CCCCCN3[C@@H]21
ZINC000005741898,O[C@]12C=C(c3nccc4c3[nH]c3ccccc34)[C@@H]3CCN(CCCC/C=C\CC1)C[C@@]31C[C@H]3C=CCCCCN3[C@@H]21
ZINC000013472766,O=c1sn(Cc2ccccc2)c(=O)n1Cc1ccccc1
ZINC000043204048,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
ZINC000003964325,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
ZINC000003986735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
ZINC000003820040,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1
ZINC000003938668,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
ZINC000035902489,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
ZINC000003948085,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
ZINC000016697102,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1
ZINC000055760827,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ZINC000002047743,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
ZINC000043201999,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1
ZINC000018825344,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
ZINC000023247639,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
ZINC000100014909,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
ZINC000043204002,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
ZINC000053683345,COc1cc2/c(=N\c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
ZINC000003816287,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ZINC000003816310,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
ZINC000003966243,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
ZINC000018710085,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
ZINC000006718813,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
ZINC000027439698,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
ZINC000013684256,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1
ZINC000001493878,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
ZINC000095550949,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21
ZINC000003938688,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
ZINC000003819294,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@H](C)c1nccs1
ZINC000011617039,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
ZINC000013975055,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@@H](C)c1nccs1
ZINC000039059267,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
ZINC000006745792,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC000019862646,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
ZINC000019632614,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
ZINC000036056301,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
ZINC000016052569,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
ZINC000023247639,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
ZINC000006745792,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC000089221712,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
ZINC000001494900,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
